Title,Authors
Altered EEG alpha and theta oscillations characterize apathy in Parkinson's disease during incentivized movement,"['Silke Appel-Cresswell', 'Martin McKeown', 'Silke Appel-Cresswell', 'Martin McKeown']"
Joint pattern analysis applied to PET DAT and VMAT2 imaging reveals new insights into Parkinson's disease induced presynaptic alterations,"['A. Jon Stoessl', 'Vesna Sossi', 'Vesna Sossi', 'Martin McKeown', 'A. Jon Stoessl', 'Martin McKeown', 'A. Jon Stoessl', 'Vesna Sossi', 'Vesna Sossi', 'Martin McKeown', 'A. Jon Stoessl', 'Martin McKeown']"
Removal of High-Voltage Brain Stimulation Artifacts from Simultaneous EEG Recordings,"['Z. Jane Wang', 'Martin McKeown', 'Z. Jane Wang', 'Martin McKeown']"
Habitual exercisers versus sedentary subjects with Parkinson's Disease: Multimodal PET and fMRI study,"['Silke Appel-Cresswell', 'A. Jon Stoessl', 'Vesna Sossi', 'Silke Appel-Cresswell', 'Vesna Sossi', 'Martin McKeown', 'A. Jon Stoessl', 'Vesna Sossi', 'Martin McKeown', 'Silke Appel-Cresswell', 'A. Jon Stoessl', 'Martin McKeown', 'Silke Appel-Cresswell', 'A. Jon Stoessl', 'Vesna Sossi', 'Silke Appel-Cresswell', 'Vesna Sossi', 'Martin McKeown', 'A. Jon Stoessl', 'Vesna Sossi', 'Martin McKeown', 'Silke Appel-Cresswell', 'A. Jon Stoessl', 'Martin McKeown']"
The effect of LRRK2 mutations on the cholinergic system in manifest and premanifest stages of Parkinson's disease: a cross-sectional PET study,"['A. Jon Stoessl', 'Vesna Sossi', 'Vesna Sossi', 'Martin McKeown', 'A. Jon Stoessl', 'Martin McKeown', 'A. Jon Stoessl', 'Vesna Sossi', 'Vesna Sossi', 'Martin McKeown', 'A. Jon Stoessl', 'Martin McKeown']"
Assessing functional connectivity of brainstem nuclei in fMRI data,"['Z. Jane Wang', 'Martin McKeown', 'Z. Jane Wang', 'Martin McKeown']"
Connectivity-based parcellation of functional sub-regions from brain fMRI signals,"['Z. Jane Wang', 'Martin McKeown', 'Z. Jane Wang', 'Martin McKeown']"
Galvanic Vestibular Stimulation (GVS) Augments Deficient Pedunculopontine Nucleus (PPN) Connectivity in Mild Parkinson's Disease: fMRI Effects of Different Stimuli,"['Z. Jane Wang', 'Martin McKeown', 'Z. Jane Wang', 'Martin McKeown']"
The Use of Multivariate EMD and CCA for Denoising Muscle Artifacts from Few-Channel EEG Recordings,"['Z. Jane Wang', 'Martin McKeown', 'Z. Jane Wang', 'Martin McKeown']"
Decreased subregional specificity of the putamen in Parkinson's Disease revealed by dynamic connectivity-derived parcellation,"['Z. Jane Wang', 'Martin McKeown', 'Z. Jane Wang', 'Martin McKeown']"
Investigation of serotonergic Parkinson's disease-related covariance pattern using [<sup>11</sup>C]-DASB/PET,"['A. Jon Stoessl', 'Vesna Sossi', 'Vesna Sossi', 'Martin McKeown', 'A. Jon Stoessl', 'Martin McKeown', 'A. Jon Stoessl', 'Vesna Sossi', 'Vesna Sossi', 'Martin McKeown', 'A. Jon Stoessl', 'Martin McKeown']"
3D CNN Based Automatic Diagnosis of Attention Deficit Hyperactivity Disorder Using Functional and Structural MRI,"['Z. Jane Wang', 'Martin McKeown', 'Z. Jane Wang', 'Martin McKeown']"
Gender differences in Parkinson's disease depression,"['Silke Appel-Cresswell', 'A. Jon Stoessl', 'Silke Appel-Cresswell', 'Martin McKeown', 'A. Jon Stoessl', 'Martin McKeown', 'Silke Appel-Cresswell', 'A. Jon Stoessl', 'Silke Appel-Cresswell', 'Martin McKeown', 'A. Jon Stoessl', 'Martin McKeown']"
Joint time invariant and time dependent brain connectivity network estimation,"['Z. Jane Wang', 'Martin McKeown', 'Z. Jane Wang', 'Martin McKeown']"
False discovery rate controller for functional brain parcellation,"['Z. Jane Wang', 'Martin McKeown', 'Z. Jane Wang', 'Martin McKeown']"
Feature selection to simplify BDI for efficient depression identification,"['Silke Appel-Cresswell', 'Z. Jane Wang', 'Silke Appel-Cresswell', 'Martin McKeown', 'Z. Jane Wang', 'Martin McKeown', 'Silke Appel-Cresswell', 'Z. Jane Wang', 'Silke Appel-Cresswell', 'Martin McKeown', 'Z. Jane Wang', 'Martin McKeown']"
A Combined Static and Dynamic Model for Resting-State Brain Connectivity Networks,"['Z. Jane Wang', 'Martin McKeown', 'Z. Jane Wang', 'Martin McKeown']"
DCTN1 p.K56R in progressive supranuclear palsy,"['Silke Appel-Cresswell', 'A. Jon Stoessl', 'Silke Appel-Cresswell', 'Martin McKeown', 'A. Jon Stoessl', 'Martin McKeown', 'Silke Appel-Cresswell', 'A. Jon Stoessl', 'Silke Appel-Cresswell', 'Martin McKeown', 'A. Jon Stoessl', 'Martin McKeown']"
Joint Blind Source Separation for Neurophysiological Data Analysis: Multiset and multimodal methods,"['Z. Jane Wang', 'Martin McKeown', 'Z. Jane Wang', 'Martin McKeown']"
Connectivity-based parcellation of functional SubROIs in putamen using a sparse spatially regularized regression model,"['Z. Jane Wang', 'Martin McKeown', 'Z. Jane Wang', 'Martin McKeown']"
Removing Muscle Artifacts from EEG Data: Multichannel or Single-Channel Techniques?,"['Z. Jane Wang', 'Martin McKeown', 'Z. Jane Wang', 'Martin McKeown']"
Movement disorders,"['A. Jon Stoessl', 'Martin McKeown', 'A. Jon Stoessl', 'Martin McKeown']"
Connectivity-based parcellation of putamen using resting state fMRI data,"['Z. Jane Wang', 'Martin McKeown', 'Z. Jane Wang', 'Martin McKeown']"
DNAJC13 genetic variants in parkinsonism,"['Silke Appel-Cresswell', 'A. Jon Stoessl', 'Silke Appel-Cresswell', 'Martin McKeown', 'A. Jon Stoessl', 'Martin McKeown', 'Silke Appel-Cresswell', 'A. Jon Stoessl', 'Silke Appel-Cresswell', 'Martin McKeown', 'A. Jon Stoessl', 'Martin McKeown']"
A sticky weighted regression model for time-varying resting-state brain connectivity estimation,"['Z. Jane Wang', 'Martin McKeown', 'Z. Jane Wang', 'Martin McKeown']"
Brain connectivity assessed with functional MRI,"['Z. Jane Wang', 'Z. Jane Wang', 'Martin McKeown', 'Martin McKeown', 'Z. Jane Wang', 'Z. Jane Wang', 'Martin McKeown', 'Martin McKeown']"
"Morphological alterations in the caudate, putamen, pallidum, and thalamus in Parkinson's disease","['Silke Appel-Cresswell', 'Martin McKeown', 'Silke Appel-Cresswell', 'Martin McKeown']"
A heart beat rate detection framework using multiple nanofiber sensor signals,"['Peyman Servati', 'Martin McKeown', 'Peyman Servati', 'Martin McKeown']"
"A genetically informed, group fMRI connectivity modeling approach: Application to schizophrenia","['Silke Appel-Cresswell', 'Z. Jane Wang', 'Silke Appel-Cresswell', 'Martin McKeown', 'Z. Jane Wang', 'Martin McKeown', 'Silke Appel-Cresswell', 'Z. Jane Wang', 'Silke Appel-Cresswell', 'Martin McKeown', 'Z. Jane Wang', 'Martin McKeown']"
Time varying brain connectivity modeling using FMRI signals,"['Z. Jane Wang', 'Martin McKeown', 'Z. Jane Wang', 'Martin McKeown']"
A three-step multimodal analysis framework for modeling corticomuscular activity with application to parkinson's disease,"['Z. Jane Wang', 'Martin McKeown', 'Z. Jane Wang', 'Martin McKeown']"
An EEMD-IVA framework for concurrent multidimensional EEG and unidimensional kinematic data analysis,"['Z. Jane Wang', 'Martin McKeown', 'Z. Jane Wang', 'Martin McKeown']"
Decisions under risk in Parkinson's disease: Preserved evaluation of probability and magnitude,"['Silke Appel-Cresswell', 'A. Jon Stoessl', 'Silke Appel-Cresswell', 'Martin McKeown', 'A. Jon Stoessl', 'Martin McKeown', 'Silke Appel-Cresswell', 'A. Jon Stoessl', 'Silke Appel-Cresswell', 'Martin McKeown', 'A. Jon Stoessl', 'Martin McKeown']"
Parkinson's disease rigidity: Relation to brain connectivity and motor performance,"['Z. Jane Wang', 'Martin McKeown', 'Z. Jane Wang', 'Martin McKeown']"
Guest editorial for special section on multimodal biomedical imaging: Algorithms and applications,"['Z. Jane Wang', 'Martin McKeown', 'Z. Jane Wang', 'Martin McKeown']"
Noisy Galvanic Vestibular Stimulation Modulates the Amplitude of EEG Synchrony Patterns,"['Z. Jane Wang', 'Martin McKeown', 'Z. Jane Wang', 'Martin McKeown']"
An IC-PLS framework for group corticomuscular coupling analysis,"['Z. Jane Wang', 'Martin McKeown', 'Z. Jane Wang', 'Martin McKeown']"
Novel spatial analysis method for PET images using 3D moment invariants: Applications to Parkinson's disease,"['Silke Appel-Cresswell', 'A. Jon Stoessl', 'Vesna Sossi', 'Silke Appel-Cresswell', 'Vesna Sossi', 'Martin McKeown', 'A. Jon Stoessl', 'Vesna Sossi', 'Martin McKeown', 'Silke Appel-Cresswell', 'A. Jon Stoessl', 'Martin McKeown', 'Silke Appel-Cresswell', 'A. Jon Stoessl', 'Vesna Sossi', 'Silke Appel-Cresswell', 'Vesna Sossi', 'Martin McKeown', 'A. Jon Stoessl', 'Vesna Sossi', 'Martin McKeown', 'Silke Appel-Cresswell', 'A. Jon Stoessl', 'Martin McKeown']"
A tridirectional method for corticomuscular coupling analysis in Parkinson's disease,"['Z. Jane Wang', 'Martin McKeown', 'Z. Jane Wang', 'Martin McKeown']"
A multiblock PLS model of cortico-cortical and corticomuscular interactions in Parkinson's disease,"['Z. Jane Wang', 'Martin McKeown', 'Z. Jane Wang', 'Martin McKeown']"
Large covariance matrix estimation: Bridging shrinkage and tapering approaches,"['Z. Jane Wang', 'Martin McKeown', 'Z. Jane Wang', 'Martin McKeown']"
Shrinkage-to-tapering estimation of large covariance matrices,"['Z. Jane Wang', 'Martin McKeown', 'Z. Jane Wang', 'Martin McKeown']"
"An FDR-controlled, exploratory group modeling for assessing brain connectivity","['Z. Jane Wang', 'Martin McKeown', 'Z. Jane Wang', 'Martin McKeown']"
"A computationally efficient, exploratory approach to brain connectivity incorporating false discovery rate control, a priori knowledge, and group inference","['Z. Jane Wang', 'Martin McKeown', 'Z. Jane Wang', 'Martin McKeown']"
A generalized multivariate autoregressive (GmAR)-based approach for EEG source connectivity analysis,"['Z. Jane Wang', 'Martin McKeown', 'Z. Jane Wang', 'Martin McKeown']"
Advances in imaging in Parkinson's disease,"['A. Jon Stoessl', 'Vesna Sossi', 'Vesna Sossi', 'Martin McKeown', 'A. Jon Stoessl', 'Martin McKeown', 'A. Jon Stoessl', 'Vesna Sossi', 'Vesna Sossi', 'Martin McKeown', 'A. Jon Stoessl', 'Martin McKeown']"
A Bayesian Lasso via reversible-jump MCMC,"['Z. Jane Wang', 'Martin McKeown', 'Z. Jane Wang', 'Martin McKeown']"
Altered directional connectivity in Parkinson's disease during performance of a visually guided task,"['Z. Jane Wang', 'Martin McKeown', 'Z. Jane Wang', 'Martin McKeown']"
SU‐E‐I‐178: Spatial Analysis of PET Images Using 3D Moment Invariants (3DMI),"['Vesna Sossi', 'Martin McKeown', 'Vesna Sossi', 'Martin McKeown']"
Multiblock PLS model for group corticomuscular activity analysis in Parkinson disease,"['Z. Jane Wang', 'Martin McKeown', 'Z. Jane Wang', 'Martin McKeown']"
FMRI group studies of brain connectivity via a group robust LASSO,"['Z. Jane Wang', 'Martin McKeown', 'Z. Jane Wang', 'Martin McKeown']"
Asymptotic analysis of robust LASSOs in the presence of noise with large variance,"['Z. Jane Wang', 'Martin McKeown', 'Z. Jane Wang', 'Martin McKeown']"
Imaging of compensatory mechanisms in Parkinson's disease,"['Silke Appel-Cresswell', 'Martin McKeown', 'Silke Appel-Cresswell', 'Martin McKeown']"
"θ, β But not α-band EEG connectivity has implications for dual task performance in Parkinson's disease","['Z. Jane Wang', 'Martin McKeown', 'Z. Jane Wang', 'Martin McKeown']"
Joint amplitude and connectivity compensatory mechanisms in Parkinson's disease,"['Z. Jane Wang', 'Martin McKeown', 'Z. Jane Wang', 'Martin McKeown']"
Asymptotic analysis of the Huberized LASSO estimator,"['Z. Jane Wang', 'Martin McKeown', 'Z. Jane Wang', 'Martin McKeown']"
Incorporating error-rate-controlled prior in modelling brain functional connectivity,"['Z. Jane Wang', 'Martin McKeown', 'Z. Jane Wang', 'Martin McKeown']"
"A novel segmentation, mutual information network framework for EEG analysis of motor tasks","['Z. Jane Wang', 'Martin McKeown', 'Z. Jane Wang', 'Martin McKeown']"
Partial directed coherence-based information flow in Parkinson's disease patients performing a visually-guided motor task,"['Z. Jane Wang', 'Martin McKeown', 'Z. Jane Wang', 'Martin McKeown']"
EEG source extraction by autoregressive source separation reveals abnormal synchronization in Parkinson's disease,"['Z. Jane Wang', 'Martin McKeown', 'Z. Jane Wang', 'Martin McKeown']"
Sparse multivariate autoregressive (MAR)-based partial directed coherence (PDC) for electroencephalogram (EEG) analysis,"['Z. Jane Wang', 'Martin McKeown', 'Z. Jane Wang', 'Martin McKeown']"
A windowed eigenspectrum method for multivariate sEMG classification during reaching movements,"['Z. Jane Wang', 'Martin McKeown', 'Z. Jane Wang', 'Martin McKeown']"
Introduction to the issue on fMRI analysis for human brain mapping,"['Z. Jane Wang', 'Martin McKeown', 'Z. Jane Wang', 'Martin McKeown']"
Probabilistic Boolean network analysis of brain connectivity in Parkinson's disease,"['Z. Jane Wang', 'Martin McKeown', 'Z. Jane Wang', 'Martin McKeown']"
Controlling the false discovery rate in modeling brain functional connectivity,"['Z. Jane Wang', 'Martin McKeown', 'Z. Jane Wang', 'Martin McKeown']"
Probabilistic Boolean Network for inferring brain connectivity using fMRI data,"['Z. Jane Wang', 'Martin McKeown', 'Z. Jane Wang', 'Martin McKeown']"
Mutual information based relevance network analysis: A Parkinson's disease study,"['Z. Jane Wang', 'Martin McKeown', 'Z. Jane Wang', 'Martin McKeown']"
"A hidden Markov, multivariate autoregressive (HMM-mAR) network framework for analysis of surface EMG (sEMG) data","['Z. Jane Wang', 'Martin McKeown', 'Z. Jane Wang', 'Martin McKeown']"
Dynamic Bayesian network modeling of fMRI: A comparison of group-analysis methods,"['Z. Jane Wang', 'Martin McKeown', 'Z. Jane Wang', 'Martin McKeown']"
Learning brain connectivity with the false-discovery-rate-controlled PC-algorithm,"['Z. Jane Wang', 'Martin McKeown', 'Z. Jane Wang', 'Martin McKeown']"
"Study of stroke condition and hand dominance using a hidden Markov, multivariate autoregressive (HMM-mAR) network framework","['Z. Jane Wang', 'Martin McKeown', 'Z. Jane Wang', 'Martin McKeown']"
Invited Article: Functional imaging in Parkinson disease,"['A. Jon Stoessl', 'Martin McKeown', 'A. Jon Stoessl', 'Martin McKeown']"
"Bayesian network modeling for discovering ""dependent synergies"" among muscles in reaching movements","['Z. Jane Wang', 'Martin McKeown', 'Z. Jane Wang', 'Martin McKeown']"
Hidden Markov multivariate autoregressive (HMM-mAR) modeling framework for surface electromyography (sEMG) data,"['Z. Jane Wang', 'Martin McKeown', 'Z. Jane Wang', 'Martin McKeown']"
Spectral clustering of fMRI data within regions of interest: clarification of L-dopa effects in parkinson's disease,"['Z. Jane Wang', 'Martin McKeown', 'Z. Jane Wang', 'Martin McKeown']"
A framework for group analysis of fMRI data using dynamic Bayesian networks,"['Z. Jane Wang', 'Martin McKeown', 'Z. Jane Wang', 'Martin McKeown']"
Local Linear Discriminant Analysis (LLDA) for group and region of interest (ROI)-based fMRI analysis,"['Z. Jane Wang', 'Martin McKeown', 'Z. Jane Wang', 'Martin McKeown']"
"A multi-subject, dynamic Bayesian networks (DBNS) framework for brain effective connectivity","['Z. Jane Wang', 'Martin McKeown', 'Z. Jane Wang', 'Martin McKeown']"
Local linear discriminant analysis (LLDA) for inference of multisubject FMRI data,"['Z. Jane Wang', 'Martin McKeown', 'Z. Jane Wang', 'Martin McKeown']"
Relevance network modeling for muscle association pattern in reaching movements,"['Z. Jane Wang', 'Martin McKeown', 'Z. Jane Wang', 'Martin McKeown']"
"Bayesian network modeling for discovering ""directed synergies"" among muscles in reaching movements","['Z. Jane Wang', 'Martin McKeown', 'Z. Jane Wang', 'Martin McKeown']"
A time-varying eigenspectrum / SVM method for sEMG classification of reaching movements in healthy and stroke subjects,"['Z. Jane Wang', 'Martin McKeown', 'Z. Jane Wang', 'Martin McKeown']"
Dynamic Bayesian Networks (DBNS) demonstrate impaired brain connectivity during performance of simultaneous movements in Parkinson's disease,"['Z. Jane Wang', 'Martin McKeown', 'Z. Jane Wang', 'Martin McKeown']"
Increasing the effect size in event-related fMRI studies,"['Z. Jane Wang', 'Martin McKeown', 'Z. Jane Wang', 'Martin McKeown']"
ICA denoising for event-related fMRI studies,"['Z. Jane Wang', 'Martin McKeown', 'Z. Jane Wang', 'Martin McKeown']"
Randomized trial of intermittent intraputamenal glial cell line-derived neurotrophic factor in Parkinson's disease,"['Vesna Sossi', 'A. Jon Stoessl', 'Vesna Sossi', 'A. Jon Stoessl']"
Extended Treatment with Glial Cell Line-Derived Neurotrophic Factor in Parkinson's Disease,"['Vesna Sossi', 'A. Jon Stoessl', 'Vesna Sossi', 'A. Jon Stoessl']"
"Data-driven, voxel-based analysis of brain PET images: Application of PCA and LASSO methods to visualize and quantify patterns of neurodegeneration","['Vesna Sossi', 'A. Jon Stoessl', 'Vesna Sossi', 'A. Jon Stoessl']"
PBB3 binding in a patient with corticobasal syndrome,"['Vesna Sossi', 'A. Jon Stoessl', 'Vesna Sossi', 'A. Jon Stoessl']"
DNAJC12 and dopa-responsive nonprogressive parkinsonism,"['Vesna Sossi', 'A. Jon Stoessl', 'Vesna Sossi', 'A. Jon Stoessl']"
Homozygous alpha-synuclein p.A53V in familial Parkinson's disease,"['Vesna Sossi', 'A. Jon Stoessl', 'Vesna Sossi', 'A. Jon Stoessl']"
PBB3 imaging in Parkinsonian disorders: Evidence for binding to tau and other proteins,"['Vesna Sossi', 'A. Jon Stoessl', 'Vesna Sossi', 'A. Jon Stoessl']"
Serotonin and dopamine transporter PET changes in the premotor phase of LRRK2 parkinsonism: cross-sectional studies,"['Vesna Sossi', 'A. Jon Stoessl', 'Vesna Sossi', 'A. Jon Stoessl']"
Robust graft survival and normalized dopaminergic innervation do not obligate recovery in a Parkinson disease patient,"['Vesna Sossi', 'A. Jon Stoessl', 'Vesna Sossi', 'A. Jon Stoessl']"
Reply to letter to the editor: Is there anything more to learn from SWEDD?,"['Vesna Sossi', 'A. Jon Stoessl', 'Vesna Sossi', 'A. Jon Stoessl']"
A scan without evidence is not evidence of absence: Scans without evidence of dopaminergic deficit in a symptomatic leucine-rich repeat kinase 2 mutation carrier,"['Vesna Sossi', 'A. Jon Stoessl', 'Vesna Sossi', 'A. Jon Stoessl']"
Phosphorylated α-synuclein in Parkinson's disease: correlation depends on disease severity,"['Vesna Sossi', 'A. Jon Stoessl', 'Vesna Sossi', 'A. Jon Stoessl']"
"Clinical, positron emission tomography, and pathological studies of DNAJC13 p.N855S Parkinsonism","['Silke Appel-Cresswell', 'Vesna Sossi', 'A. Jon Stoessl', 'Vesna Sossi', 'Silke Appel-Cresswell', 'A. Jon Stoessl', 'Silke Appel-Cresswell', 'Vesna Sossi', 'A. Jon Stoessl', 'Vesna Sossi', 'Silke Appel-Cresswell', 'A. Jon Stoessl']"
"A familial form of parkinsonism, dementia, and motor neuron disease: A longitudinal study","['Vesna Sossi', 'A. Jon Stoessl', 'Vesna Sossi', 'A. Jon Stoessl']"
DNAJC13 mutations in Parkinson disease,"['Silke Appel-Cresswell', 'A. Jon Stoessl', 'Silke Appel-Cresswell', 'A. Jon Stoessl']"
Behavioral deficits and striatal DA signaling in LRRK2 p.G2019S transgenic rats: a multimodal investigation including PET neuroimaging,"['Vesna Sossi', 'A. Jon Stoessl', 'Vesna Sossi', 'A. Jon Stoessl']"
In vivo dopaminergic and serotonergic dysfunction in DCTN1 gene mutation carriers,"['Silke Appel-Cresswell', 'Vesna Sossi', 'A. Jon Stoessl', 'Vesna Sossi', 'Silke Appel-Cresswell', 'A. Jon Stoessl', 'Silke Appel-Cresswell', 'Vesna Sossi', 'A. Jon Stoessl', 'Vesna Sossi', 'Silke Appel-Cresswell', 'A. Jon Stoessl']"
"The Nature of Progression in Parkinson's Disease: An Application of Non-Linear, Multivariate, Longitudinal Random Effects Modelling","['Vesna Sossi', 'A. Jon Stoessl', 'Vesna Sossi', 'A. Jon Stoessl']"
Anterior brain glucose hypometabolism predates dementia in progranulin mutation carriers,"['Vesna Sossi', 'Ian Mackenzie', 'A. Jon Stoessl', 'Vesna Sossi', 'A. Jon Stoessl', 'Ian Mackenzie', 'Vesna Sossi', 'Ian Mackenzie', 'A. Jon Stoessl', 'Vesna Sossi', 'A. Jon Stoessl', 'Ian Mackenzie']"
"Alpha-synuclein p.H50Q, a novel pathogenic mutation for Parkinson's disease","['Silke Appel-Cresswell', 'A. Jon Stoessl', 'Silke Appel-Cresswell', 'A. Jon Stoessl']"
Insights into LRRK2-Mutation Related PD from PET Imaging Studies,"['Vesna Sossi', 'A. Jon Stoessl', 'Vesna Sossi', 'A. Jon Stoessl']"
Measurements of Dopaminergic Function in the Rat Brain Using [<sup>18</sup>F]FDOPA PET and Microdialysis,"['Vesna Sossi', 'A. Jon Stoessl', 'Vesna Sossi', 'A. Jon Stoessl']"
Measuring dopaminergic function in the 6-OHDA-lesioned rat: A comparison of PET and microdialysis,"['Vesna Sossi', 'A. Jon Stoessl', 'Vesna Sossi', 'A. Jon Stoessl']"
"In-vivo measurement of LDOPA uptake, dopamine reserve and turnover in the rat brain using [<sup>18</sup>F]FDOPA PET","['Vesna Sossi', 'A. Jon Stoessl', 'Vesna Sossi', 'A. Jon Stoessl']"
Ethical Issues In The Management Of Parkinson'S Disease,"['Silke Appel-Cresswell', 'A. Jon Stoessl', 'Silke Appel-Cresswell', 'A. Jon Stoessl']"
Imaging striatal dopaminergic function in Phospholipase A2 Group VI-related parkinsonism,"['Vesna Sossi', 'A. Jon Stoessl', 'Vesna Sossi', 'A. Jon Stoessl']"
Cerebrospinal fluid amyloid β and tau in LRRK2 mutation carriers,"['Vesna Sossi', 'A. Jon Stoessl', 'Vesna Sossi', 'A. Jon Stoessl']"
Positron emission tomography in Parkinson’s disease,"['Silke Appel-Cresswell', 'A. Jon Stoessl', 'Silke Appel-Cresswell', 'A. Jon Stoessl']"
DJ-1 and αSYN in LRRK2 CSF do not correlate with striatal dopaminergic function,"['Vesna Sossi', 'A. Jon Stoessl', 'Vesna Sossi', 'A. Jon Stoessl']"
Age-specific progression of nigrostriatal dysfunction in Parkinson's disease,"['Vesna Sossi', 'A. Jon Stoessl', 'Vesna Sossi', 'A. Jon Stoessl']"
Longitudinal evolution of compensatory changes in striatal dopamine processing in Parkinson's disease,"['Vesna Sossi', 'A. Jon Stoessl', 'Vesna Sossi', 'A. Jon Stoessl']"
Liquid xenon detectors for positron emission tomography,"['Vesna Sossi', 'A. Jon Stoessl', 'Vesna Sossi', 'A. Jon Stoessl']"
Dopamine turnover increases in asymptomatic LRRK2 mutations carriers,"['Vesna Sossi', 'A. Jon Stoessl', 'Vesna Sossi', 'A. Jon Stoessl']"
Effects of expectation on placebo-induced dopamine release in Parkinson disease,"['Vesna Sossi', 'Anthony G. Phillips', 'A. Jon Stoessl', 'Vesna Sossi', 'A. Jon Stoessl', 'Anthony G. Phillips', 'Vesna Sossi', 'Anthony G. Phillips', 'A. Jon Stoessl', 'Vesna Sossi', 'A. Jon Stoessl', 'Anthony G. Phillips']"
Effect of electroconvulsive therapy on brain 5-HT<inf>2</inf> receptors in major depression,"['Vesna Sossi', 'A. Jon Stoessl', 'Vesna Sossi', 'A. Jon Stoessl']"
Dopamine transporter PET in normal aging: Dopamine transporter decline and its possible role in preservation of motor function,"['Vesna Sossi', 'A. Jon Stoessl', 'Vesna Sossi', 'A. Jon Stoessl']"
Longitudinal progression of sporadic Parkinson's disease: A multi-tracer positron emission tomography study,"['Vesna Sossi', 'A. Jon Stoessl', 'Vesna Sossi', 'A. Jon Stoessl']"
Visualizing vesicular dopamine dynamics in Parkinson's disease,"['Vesna Sossi', 'A. Jon Stoessl', 'Vesna Sossi', 'A. Jon Stoessl']"
PET demonstrates reduced dopamine transporter expression in PD with dyskinesias,"['Vesna Sossi', 'A. Jon Stoessl', 'Vesna Sossi', 'A. Jon Stoessl']"
Dopamine transporter relation to levodopa-derived synaptic dopamine in a rat model of Parkinson's: An in vivo imaging study,"['Vesna Sossi', 'A. Jon Stoessl', 'Vesna Sossi', 'A. Jon Stoessl']"
Progression of dopaminergic dysfunction in a LRRK2 kindred: A multitracer PET study,"['Vesna Sossi', 'A. Jon Stoessl', 'Vesna Sossi', 'A. Jon Stoessl']"
Dopamine transporter relation to dopamine turnover in Parkinson's disease: A positron emission tomography study,"['Vesna Sossi', 'A. Jon Stoessl', 'Vesna Sossi', 'A. Jon Stoessl']"
Imaging of the parkinsonian brain in relation to restorative therapy,"['Vesna Sossi', 'A. Jon Stoessl', 'Vesna Sossi', 'A. Jon Stoessl']"
Autosomal dominant dystonia-plus with cerebral calcifications,"['Ian Mackenzie', 'A. Jon Stoessl', 'Ian Mackenzie', 'A. Jon Stoessl']"
Oral methylphenidate fails to elicit significant changes in extracellular putaminal dopamine levels in Parkinson's disease patients: Positron emission tomographic studies,"['Vesna Sossi', 'A. Jon Stoessl', 'Vesna Sossi', 'A. Jon Stoessl']"
Genetic heterogeneity in paroxysmal nonkinesigenic dyskinesia,"['Terrance P. Snutch', 'A. Jon Stoessl', 'Terrance P. Snutch', 'A. Jon Stoessl']"
Age-related differences in levodopa dynamics in Parkinson's: Implications for motor complications,"['Vesna Sossi', 'A. Jon Stoessl', 'Vesna Sossi', 'A. Jon Stoessl']"
PET in LRRK2 mutations: Comparison to sporadic Parkinson's disease and evidence for presymptomatic compensation,"['Vesna Sossi', 'A. Jon Stoessl', 'Vesna Sossi', 'A. Jon Stoessl']"
Positron emission tomography after fetal transplantation in Huntington's disease,"['Vesna Sossi', 'A. Jon Stoessl', 'Vesna Sossi', 'A. Jon Stoessl']"
Levodopa-induced changes in synaptic dopamine levels increase with progression of Parkinson's disease: Implications for dyskinesias,"['Vesna Sossi', 'A. Jon Stoessl', 'Vesna Sossi', 'A. Jon Stoessl']"
Lack of regional selectivity during the progression of Parkinson disease: Implications for pathogenesis,"['Vesna Sossi', 'A. Jon Stoessl', 'Vesna Sossi', 'A. Jon Stoessl']"
Impact of the spatial normalization template and realignment procedure on the SPM analysis of [11C]raclopride PET studies,"['Vesna Sossi', 'A. Jon Stoessl', 'Vesna Sossi', 'A. Jon Stoessl']"
Changes of dopamine turnover in the progression of Parkinson's disease as measured by positron emission tomography: Their relation to disease-compensatory mechanisms,"['Vesna Sossi', 'A. Jon Stoessl', 'Vesna Sossi', 'A. Jon Stoessl']"
[<sup>11</sup>C]DTBZ-PET correlates of levodopa responses in asymmetric Parkinson's disease,"['Vesna Sossi', 'A. Jon Stoessl', 'Vesna Sossi', 'A. Jon Stoessl']"
A double-blind controlled trial of bilateral fetal nigral transplantation in Parkinson's disease,"['Vesna Sossi', 'A. Jon Stoessl', 'Vesna Sossi', 'A. Jon Stoessl']"
Effect of dopamine loss and the metabolite 3-O-methyl-[<sup>18</sup>F]fluoro-dopa on the relation between the <sup>18</sup>F-fluorodopa tissue input uptake rate constant K<inf>occ</inf> and the [<sup>18</sup>F]fluorodopa plasma input uptake rate constant K<inf>i</inf>,"['Vesna Sossi', 'A. Jon Stoessl', 'Vesna Sossi', 'A. Jon Stoessl']"
Age and severity of nigrostriatal damage at onset of Parkinson's disease,"['Vesna Sossi', 'A. Jon Stoessl', 'Vesna Sossi', 'A. Jon Stoessl']"
Impact of Different Realignment Algorithms on the SPM Analysis of [ <sup>11</sup>C]Raclopride PET Studies,"['Vesna Sossi', 'A. Jon Stoessl', 'Vesna Sossi', 'A. Jon Stoessl']"
